Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
DSP-SW,2,Daniels St. Pond,DSP-SW_2,7/30/2019,2019,7,30,10:14:00,10:36:00,0:22,"ES,EP,CL",Urban,43.0579077,-89.30068687,312647.5099,4769814.234,CITY OF MADISON ENGINEER STORMWATER UTILITY 533,Lake Monona-Yahara River,Lake Monona-Yahara River,413.84,7751,273,1995,Stormwater,0.542857143,0.007142857,0.114285714,0.128571429,0.171428571,0.035714286,0.836197022,0.01489118,0.026345934,0.075601375,0.041237113,0.005727377,0,0.026044648,0.024041214,0.208357184,0.245850029,0.320549513,0.083571837,0.023468804,0,0.041499714,0.000859,0.008586148,0.006296508,0,0.010875787,0.774756726,0.032627361,0.034344591,0.083571837,0.068402977,0.006296508,21,7,63,40,NA,9,26.3,314,306.4,66.8,5.25,0.14,48.96,97.31,NA,7.69,93.05,537.55,8.51,0.26,124.74,23.95,137.53,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,only one physid and it was dead,26,13,7,2,6,13,0,26,0,4,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,NA,"bass,bluegill,sunfish, large jumping fish",0,0,0,0,0,1,0,1,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOBA10,3,Dobson A10 Pond,DOBA10_3,5/22/2020,2020,5,22,12:05:00,12:55:00,0:50,DCT,Urban,43.10730843,-89.49580797,296920.8321,4775754.901,MIDDLETON CITY OF,Lake Mendota-Yahara River,Pheasant Branch,327.17,884,NA,2000,Stormwater,0.857142857,0,0,0.142857143,0,0,0.576349024,0.099885189,0.197474168,0.111366246,0.006888634,0.008036739,0,0.007731959,0.06930126,0.034077892,0.32674685,0.227376861,0.097079038,0.036941581,0,0.008877434,0,0.047823597,0.00257732,0,0.141466208,0.588201604,0.117124857,0.178407789,0.097079038,0.016609393,0.00257732,16,2,84,100,3,2,18.7,193.3,219.7,85.9,7.78,0.1,145.6,114.6,7.24,2.83,31.9,206.78,7.03,0.1,119.78,21.3,91.43,NA,0,75,15,10,100,0,"Super Muddy,Leaf Litter,NA",3,1,2,0,1.5,1.38,Very deep flocculent substrate ~.5m mostly leaf litter. Thick cattails along edge.,NA,38,9,24,0,5,29,0,38,0,5,4,0,0,0,1,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA10,4,Dobson A10 Pond,DOBA10_4,7/14/2020,2020,7,14,7:41:00,8:36:00,0:55,DCT,Urban,43.10730843,-89.49580797,296920.8321,4775754.901,MIDDLETON CITY OF,Lake Mendota-Yahara River,Pheasant Branch,327.17,884,NA,2000,Stormwater,0.857142857,0,0,0.142857143,0,0,0.576349024,0.099885189,0.197474168,0.111366246,0.006888634,0.008036739,0,0.007731959,0.06930126,0.034077892,0.32674685,0.227376861,0.097079038,0.036941581,0,0.008877434,0,0.047823597,0.00257732,0,0.141466208,0.588201604,0.117124857,0.178407789,0.097079038,0.016609393,0.00257732,21,8,78,80,3,2,22.1,112.3,118.9,11.6,0.98,0.06,333.65,135.4,6.81,2.83,31.9,206.78,7.03,0.1,119.78,21.3,91.43,NA,0,5,25,75,90,10,"Super Muddy,Leaf Litter,NA",1,1,2,1,1.25,1.38,Drop off deep and muddy quickly. Tons of green frogs.,NA,38,9,24,0,5,29,0,38,0,5,4,1,0,0,0,1,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA10,1,Dobson A10 Pond,DOBA10_1,6/27/2019,2019,6,27,9:49:00,10:31:00,0:42,"DP,CL,BC,EP",Urban,43.10730843,-89.49580797,296920.8321,4775754.901,MIDDLETON CITY OF,Lake Mendota-Yahara River,Pheasant Branch,327.17,884,289,2000,Stormwater,0.857142857,0,0,0.142857143,0,0,0.576349024,0.099885189,0.197474168,0.111366246,0.006888634,0.008036739,0,0.007731959,0.06930126,0.034077892,0.32674685,0.227376861,0.097079038,0.036941581,0,0.008877434,0,0.047823597,0.00257732,0,0.141466208,0.588201604,0.117124857,0.178407789,0.097079038,0.016609393,0.00257732,26,3,72,5,NA,2,22.6,309.7,324.7,7.2,0.61,0.15,90.09,114.9,NA,2.83,31.9,206.78,7.03,0.1,119.78,21.3,91.43,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other larvae=hyla sp.,38,9,24,0,5,29,0,38,0,5,4,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,Odonata,4,other amphibian=hyla sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOBA10,2,Dobson A10 Pond,DOBA10_2,8/9/2019,2019,8,9,9:43:00,9:57:00,0:14,"CL,EC,BC",Urban,43.10730843,-89.49580797,296920.8321,4775754.901,MIDDLETON CITY OF,Lake Mendota-Yahara River,Pheasant Branch,327.17,884,289,2000,Stormwater,0.857142857,0,0,0.142857143,0,0,0.576349024,0.099885189,0.197474168,0.111366246,0.006888634,0.008036739,0,0.007731959,0.06930126,0.034077892,0.32674685,0.227376861,0.097079038,0.036941581,0,0.008877434,0,0.047823597,0.00257732,0,0.141466208,0.588201604,0.117124857,0.178407789,0.097079038,0.016609393,0.00257732,20,2,58,10,NA,2,21.8,153.7,163.8,22.9,1.95,0.08,38.6,114.2,NA,2.83,31.9,206.78,7.03,0.1,119.78,21.3,91.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No shoreline vegetation recorded, No max depth recorded",38,9,24,0,5,29,0,38,0,5,4,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOBA14,3,Dobson A14 Pond,DOBA14_3,6/9/2020,2020,6,9,9:15:00,9:42:00,0:27,DCT,Urban,43.01919422,-89.29927098,312644.9999,4765511.735,NEP LLC,Lake Monona-Yahara River,Lake Waubesa-Yahara River,444.06,380,NA,2005,Stormwater,0.628571429,0,0,0.371428571,0,0,0.695051784,0,0,0.271576525,0.001150748,0.032220944,0,0.000286,0.007159221,0.044959908,0.380870561,0.170962199,0.187857961,0.001145475,0.000286,0.000573,0.000573,0.007159221,0.191867125,0.00257732,0.003722795,0.596792669,0.014604811,0.00486827,0.187857961,0.004009164,0.191867125,26,8,49,10,2,3,26.1,244.7,239.5,53.1,4.14,0.11,202.7,196.9,7.64,3.66,45.88,147.03,7.8,0.07,69.08,25.08,76.29,NA,0,98,1,1,100,0,"Mud,,NA",1,1,1,0,0.75,1.25,"Shallow, muddy, and very turbid.",NA,22,8,10,2,4,14,0,22,0,2,2,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Possible mud minnow, saw a small fish jump,,,,NA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA14,4,Dobson A14 Pond,DOBA14_4,7/17/2020,2020,7,17,8:30:00,9:18:00,0:48,DCT,Urban,43.01919422,-89.29927098,312644.9999,4765511.735,NEP LLC,Lake Monona-Yahara River,Lake Waubesa-Yahara River,444.06,380,NA,2005,Stormwater,0.628571429,0,0,0.371428571,0,0,0.695051784,0,0,0.271576525,0.001150748,0.032220944,0,0.000286,0.007159221,0.044959908,0.380870561,0.170962199,0.187857961,0.001145475,0.000286,0.000573,0.000573,0.007159221,0.191867125,0.00257732,0.003722795,0.596792669,0.014604811,0.00486827,0.187857961,0.004009164,0.191867125,22,8,81,0,2,2,24.3,89.7,90.9,64.6,5.28,0.04,41.34,52.5,7.96,3.66,45.88,147.03,7.8,0.07,69.08,25.08,76.29,NA,0,70,5,25,100,0,"Mud,Rock ,NA",4,1,2,0,1.75,1.25,"Water super green with floating algae mats and submerged algae, green film over open water. Mostly terrestrial veg surround pond, with cattails at one end and sparse emergent. No submergent detected. Bottom algae mats and chain/hair algae.",NA,22,8,10,2,4,14,0,22,0,2,2,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA14,1,Dobson A14 Pond,DOBA14_1,7/3/2019,2019,7,3,7:54:00,8:22:00,0:28,"EC,CL,EP",Urban,43.01919422,-89.29927098,312644.9999,4765511.735,NEP LLC,Lake Monona-Yahara River,Lake Waubesa-Yahara River,444.06,380,255,2005,Stormwater,0.628571429,0,0,0.371428571,0,0,0.695051784,0,0,0.271576525,0.001150748,0.032220944,0,0.000286,0.007159221,0.044959908,0.380870561,0.170962199,0.187857961,0.001145475,0.000286,0.000573,0.000573,0.007159221,0.191867125,0.00257732,0.003722795,0.596792669,0.014604811,0.00486827,0.187857961,0.004009164,0.191867125,24,4,85,70,NA,12,26.5,173.2,168.2,40.9,3.18,0.08,18.01,15.9,NA,3.66,45.88,147.03,7.8,0.07,69.08,25.08,76.29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No pond area/perimeter calculated, No property owner/name recorded",22,8,10,2,4,14,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,Tiny unknown sp.,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Backswimmer, Crawfish",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOBA14,2,Dobson A14 Pond,DOBA14_2,8/6/2019,2019,8,6,9:26:00,9:44:00,0:18,"ES,EP,CL",Urban,43.01919422,-89.29927098,312644.9999,4765511.735,NEP LLC,Lake Monona-Yahara River,Lake Waubesa-Yahara River,444.06,380,263,2005,Stormwater,0.628571429,0,0,0.371428571,0,0,0.695051784,0,0,0.271576525,0.001150748,0.032220944,0,0.000286,0.007159221,0.044959908,0.380870561,0.170962199,0.187857961,0.001145475,0.000286,0.000573,0.000573,0.007159221,0.191867125,0.00257732,0.003722795,0.596792669,0.014604811,0.00486827,0.187857961,0.004009164,0.191867125,21,8,82,15,NA,2,23.4,86.8,89.5,24.9,2.05,0.04,8.17,11,NA,3.66,45.88,147.03,7.8,0.07,69.08,25.08,76.29,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8,10,2,4,14,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,shiners,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crayfish,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOBA16,3,Dobson A16 Pond,DOBA16_3,6/3/2020,2020,6,3,14:45:00,15:27:00,0:42,DCT,Urban,43.143674,-89.27533307,314970.8192,4779282.791,NELSON ROAD LLC,Lake Monona-Yahara River,Starkweather Creek,187.61,592,NA,2005,Stormwater,0.676258993,0.079136691,0.064748201,0.079136691,0.100719424,0,0.281464531,0.163615561,0.067505721,0.068649886,0.417620137,0.001144165,0.000859,0.209908362,0.062142039,0.048396334,0.137170676,0.136597938,0.085051546,0.017468499,0,0.259163803,0,0.03722795,0.000573,0,0.005441008,0.322164948,0.099369989,0.022909507,0.085051546,0.469072165,0.000573,29,1,31,NA,5,0,26.2,231.7,226.6,73.3,5.71,0.11,148.28,108,7.4,4.66,57.6,433.78,7.28,0.21,112.63,23.68,209.67,NA,0,90,8,2,80,20,"Super Muddy,,",2,2,1,0,1.25,1.75,"Very busy street nearby, not many submergent plants visible, depth drops off quickly.",NA,36,13,18,3,5,23,0,36,0,2,2,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Sunfish spp.,,,,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA16,4,Dobson A16 Pond,DOBA16_4,8/4/2020,2020,8,4,10:15:00,11:08:00,0:53,DCT,Urban,43.143674,-89.27533307,314970.8192,4779282.791,NELSON ROAD LLC,Lake Monona-Yahara River,Starkweather Creek,187.61,592,NA,2005,Stormwater,0.676258993,0.079136691,0.064748201,0.079136691,0.100719424,0,0.281464531,0.163615561,0.067505721,0.068649886,0.417620137,0.001144165,0.000859,0.209908362,0.062142039,0.048396334,0.137170676,0.136597938,0.085051546,0.017468499,0,0.259163803,0,0.03722795,0.000573,0,0.005441008,0.322164948,0.099369989,0.022909507,0.085051546,0.469072165,0.000573,17,7,58,0,5,0,21.5,223.1,238.9,30.1,2.59,0.11,1.75,119.4,7.16,4.66,57.6,433.78,7.28,0.21,112.63,23.68,209.67,NA,0,80,15,5,70,30,"Firm Soil,Leaf Litter,Rock ",3,3,3,0,2.25,1.75,"Shallow bench with typha and leafy PW, drops off steeply to deep turbid water. Some areas filled with algae. Tons of snails and pumkinseed. 5m buffer then mowed",NA,36,13,18,3,5,23,0,36,0,2,2,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Pumpkinseed,,,,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOBA16,1,Dobson A16 Pond,DOBA16_1,7/2/2019,2019,7,2,10:00:00,10:29:00,0:29,"ES,EP,CL",Urban,43.143674,-89.27533307,314970.8192,4779282.791,NELSON ROAD LLC,Lake Monona-Yahara River,Starkweather Creek,187.61,592,290,2005,Stormwater,0.676258993,0.079136691,0.064748201,0.079136691,0.100719424,0,0.281464531,0.163615561,0.067505721,0.068649886,0.417620137,0.001144165,0.000859,0.209908362,0.062142039,0.048396334,0.137170676,0.136597938,0.085051546,0.017468499,0,0.259163803,0,0.03722795,0.000573,0,0.005441008,0.322164948,0.099369989,0.022909507,0.085051546,0.469072165,0.000573,29,5,67,15,NA,2,25.2,421.4,419.6,83.4,6.62,0.2,99.64,111.8,NA,4.66,57.6,433.78,7.28,0.21,112.63,23.68,209.67,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,13,18,3,5,23,0,36,0,2,2,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,lots of small fish,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,"Planorbid,Physid,Odonata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
